"Link","Abstract"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019878690&doi=10.17660%2fActaHortic.2017.1158.1&partnerID=40&md5=f6f86bb006ea0517826994253411a7f0","In Sustainable Development Goal 2, the UN has sought to abolish both hunger and malnutrition by ensuring the continuous supply of sufficient, wholesome food enabling people to shift towards adopting healthier, well-balanced diets. In addition, it calls for the establishment of new ways to reduce current food wastage, farming in a manner which conserves biodiversity and environmental services, increases enterprise profitability through new business models and empowers women. Finally, it seeks for governments to create coherent policies at all levels allowing these positive changes in farming systems to take place in every country. Moringa will play a key role in helping these desirable visions be attained. Moringa is a reasonably unique species as its fresh leaves and pods are both edible and extremely micronutrient dense. Its dried leaves are a good micronutrient source in food fortification for chronically underfed and malnourished children. It is a fast growing, productive tree that adapts well to a range of environments, especially in hot, semi-arid regions and is, thus, a climate-resilient crop. It grows well in a wide range of production systems from a densely planted green vegetable repetitively harvested crop, to a fullygrown tree crop which can be harvested periodically when needed. Use of this diversity of production systems in specialized environments can promote in-situ germplasm conservation, soil conservation, sustainable production systems, enhanced profitability and a continuous source of vitamins and minerals for smallholder farm families, and often - all of these attributes together. This species is thus a boon to women small-holders as it enables them to better provide their children with highly nutritious food direct from the family home garden or by procurement in the local market. Likewise, its good productivity and wide range of adaptability helps to develop resilience in farm enterprises and to ensure better enterprise profitability and sustainability."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055910529&doi=10.3390%2fsu10114001&partnerID=40&md5=18c87a346b1597bf6d341faaf8e7100d","Our global food system is characterized by an increasing concentration and imbalance of power, with trade-offs between hunger, inequality, unsustainable production and consumption, and profit. A systematic analysis of power imbalances in food systems is required if we are to meet the 2030 Agenda vision of promoting sustainable production and consumption patterns and ending hunger and poverty. Such an analysis, with a view to a transformation to more sustainable and just food systems, requires tools to be developed and tested in real-life case studies of food systems. To better understand the structures and mechanisms around power in food systems, this study applies a political ecology lens. We adapted the ""power cube"" analysis framework that was proposed by the Institute of Development Studies for the analysis of spaces, forms, and levels of power. We apply the analysis of these three dimensions of power to two food systems in the tropical lowlands of Bolivia: one agroindustrial and one indigenous. After identifying food system actors, the food system spaces in which they interact, and what forms of power they use at what levels, we discuss some implications for an emerging scientific culture of power analyses in critical sustainability assessments. Mechanisms of hidden power undermine visible legislative power in both case studies, but in our example of an indigenous food system of the Guaraní people, visible power stays with a local community through their legally recognized and communally owned and governed territory, with important implications for the realization of the right to food. © 2018 by the authors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079257719&doi=10.1016%2fB978-0-08-100596-5.22362-7&partnerID=40&md5=17eb2a9e67047568d5aebe8da3ed8d83","Current global agricultural production could feed the entire world population. However many challenges face the food economy nowadays: persistence of poverty, hunger and malnutrition, intensification of environmental problems, climate change and the critical erosion of biodiversity. The alarms coming from scientists and the epistemic communities worldwide, debated also in international fora, have given rise to new emerging social-agricultural movements and practices and a wide debate on how to remedy the problems identified so far. This article exposes the vision and approaches of the Civic Food Networks to the global food challenges under three forms of re-connection: agriculture to nature, farmers to consumers, urban to rural areas. © 2019 Elsevier Inc. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149529822&doi=10.1007%2f978-3-030-22522-3_4&partnerID=40&md5=604a8a71d5113519ff01e5b43730d723","Our daily food choices have a huge impact on the environment and on climate change. Animal based protein production in particular is very resource consuming. To satisfy the growing meat hunger in the world, alternative protein sources are needed that both have a smaller environmental impact and are readily accepted by consumers. Compared to beef and pork, plant and insect proteins can be produced more sustainably, although consumer acceptance may pose a particular challenge for the latter. In this chapter, we will explore Western consumers’ acceptance of insects as food source and influencing factors. In particular, the role of emotional reactions towards insects, such as disgust and motivational barriers for the acceptance of insects as food will be discussed. Furthermore, the role of concepts taken from risk research, such as risk and benefit perception and trust, will be explored. Relevant characteristics of the insect product itself in terms of processing degree for consumers’ willingness to eat will be highlighted. To further increase the sustainability of the insect production, food waste could be used as insect feed instead of more resource intensive feeds. The impact of different insect feeding styles on consumer acceptance and risk perception will be explained based on recent study results. Lastly, research gaps will be emphasized and strategies to overcome rejection of insects as food will be suggested. © Springer Nature Switzerland AG 2019."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083192286&doi=10.1016%2fB978-0-12-811050-8.00027-3&partnerID=40&md5=979b33eb9aff8d5cf3bf1c2ce261f431","Industrial agriculture has had great success in producing abundant, low-cost food. World hunger has been declining for decades, and food production per capita has increased sharply since the 1960s. But this success has come with costs that raise questions about the sustainability and the unintended effects of the global “rationalization” of food production. Environmental costs include the degradation of groundwater, surface water, soils, and biologic diversity. Social costs include a growing rural-urban divide, a worldwide obesity epidemic, and antibiotic resistance. This paper takes an evolutionary perspective to look at global agriculture as an interlocking system of technologies, belief systems, and institutions that reinforces growth and technological complexity over stability and long-run sustainability. The point is made that this system did not “naturally” evolve but is the result of accidents of history, lock-in, and path dependencies, and most importantly, the active government promotion of industrial agriculture. © 2019 Elsevier Inc. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094643687&doi=10.1016%2fB978-0-12-817052-6.00018-5&partnerID=40&md5=2396d7be177706bdf0048a79806aa56a","Poultry breeding has been one of the most impactful advances in the last 100 years. The role that improved global production of eggs and poultry meat have in reducing global hunger and food insecurity is difficult to overstate. The vast majority of these improvements have come from genetic selection for improved feed efficiency, along with streamlining of the overall production system, and better understanding of poultry nutrition. While the industrial approach to poultry production has created a highly consistent and dependable food source the world over, several problems threaten the long term sustainability of this model - including musculoskeletal and metabolic disorders, welfare concerns, and the need to adapt to a changing climate. In this chapter we trace the history of the poultry genetics enterprise, and how that model provides a platform for adapting to challenges of the future. We also assess the status of the latest technologies available for poultry breeding and discuss the scope of these technologies to counter emerging and future challenges. © 2020 Elsevier Inc. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100318550&doi=10.3390%2fasi4010001&partnerID=40&md5=4709dc456bb1989322a7e67ddb98ccb6","The increasing micronutrient deficiency within the nutritional habits of the world’s population and the growing need for healthy foods have given rise to the development of biofortified crops. In a context where the consumer’s attention is focused on a healthy lifestyle and respect for the environment, the cultivation of potatoes enriched with selenium offers an undisputed advantage in the pursuit of this twofold objective. The crop has been analyzed through the life-cycle assessment (LCA) methodology in order to highlight the environmental burden generated by selenium (Se) potato cultivation and to compare it with potato in conventional regime. The LCA highlights how the biofortified product is more sustainable than the conventional one, and this not only provides a benefit for the consumer, but also designates a new time for farmers who have the opportunity to implement more environmentally friendly practices. © 2020 by the authors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976877587&doi=10.1111%2fgcbb.12366&partnerID=40&md5=bf888221cc9013e1b28ee0e72fb6fc7c","Understanding the complex interactions among food security, bioenergy sustainability, and resource management requires a focus on specific contextual problems and opportunities. The United Nations’ 2030 Sustainable Development Goals place a high priority on food and energy security; bioenergy plays an important role in achieving both goals. Effective food security programs begin by clearly defining the problem and asking, ‘What can be done to assist people at high risk?’ Simplistic global analyses, headlines, and cartoons that blame biofuels for food insecurity may reflect good intentions but mislead the public and policymakers because they obscure the main drivers of local food insecurity and ignore opportunities for bioenergy to contribute to solutions. Applying sustainability guidelines to bioenergy will help achieve near- and long-term goals to eradicate hunger. Priorities for achieving successful synergies between bioenergy and food security include the following: (1) clarifying communications with clear and consistent terms, (2) recognizing that food and bioenergy need not compete for land and, instead, should be integrated to improve resource management, (3) investing in technology, rural extension, and innovations to build capacity and infrastructure, (4) promoting stable prices that incentivize local production, (5) adopting flex crops that can provide food along with other products and services to society, and (6) engaging stakeholders to identify and assess specific opportunities for biofuels to improve food security. Systematic monitoring and analysis to support adaptive management and continual improvement are essential elements to build synergies and help society equitably meet growing demands for both food and energy. © 2016 The Authors. Global Change Biology Bioenergy Published by John Wiley & Sons Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079868600&doi=10.3390%2fsu12031117&partnerID=40&md5=cda9f7a7162016f693f53f18fc26a8c1","More stable value chains in agriculture allow countries to take the best advantage of their factor endowments and thus achieve the UN Sustainable Development Goal on ending hunger. It is, however, difficult to interpret such advantages properly due to the multivariate effects of natural, technological, and economic variables on agricultural output and food supply. The authors attempt to tackle this challenge by developing the approach to the identification of competitive advantages and matching them with the production capabilities of agricultural sectors in Central Asia. The application of Revealed Comparative Advantage (RCA), Relative Trade Advantage (RTA), Lafay Competitive Advantage (LI), and Domestic Resource Costs (DRC) indexes to the array of 37 products results in the revealing of comparative, trade, competitive, and production advantages of five Central Asian economies for labor-intensive horticultural products and grains. Capital and technology-intensive sectors of animal husbandry and food processing are recognized as low competitive. Taking Central Asia-China collaboration as a model, the authors elaborate policy measures aimed at support, promotion, or establishment of competitive advantages. The application of the measures facilitates the concentration of the resources toward competitive and conditionally competitive products, allows to protect fragile advantages in marginally competitive sectors, and contributes to the overall improvement of stakeholders' performance across agricultural value chains in the region. © 2020 by the authors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978173663&doi=10.1007%2fs13280-016-0793-6&partnerID=40&md5=a236f9da5491c7b1971f9170d312efc9","There is an ongoing debate on what constitutes sustainable intensification of agriculture (SIA). In this paper, we propose that a paradigm for sustainable intensification can be defined and translated into an operational framework for agricultural development. We argue that this paradigm must now be defined—at all scales—in the context of rapidly rising global environmental changes in the Anthropocene, while focusing on eradicating poverty and hunger and contributing to human wellbeing. The criteria and approach we propose, for a paradigm shift towards sustainable intensification of agriculture, integrates the dual and interdependent goals of using sustainable practices to meet rising human needs while contributing to resilience and sustainability of landscapes, the biosphere, and the Earth system. Both of these, in turn, are required to sustain the future viability of agriculture. This paradigm shift aims at repositioning world agriculture from its current role as the world’s single largest driver of global environmental change, to becoming a key contributor of a global transition to a sustainable world within a safe operating space on Earth. © 2016, The Author(s)."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088018950&doi=10.3390%2fsu12135488&partnerID=40&md5=c86a1b119cfe5a513ee0f8b8170e72b0","Ensuring food security has become an issue of key importance to countries with different degrees of economic development, while the agricultural sector plays a strategic role in improving food availability. The aim of this paper is to identify relationships between the undernourishment scale and selected characteristics describing the agricultural sector within identified clusters of developing countries. Typological groups of countries were separated usingWard's method. It results from the analyses that the greatest problems with maintaining food security are observed in the developing countries with a high share of agriculture in their Gross Domestic Product (GDP), adverse conditions hindering agricultural production and deficient infrastructure. Based on research results desirable and tailored strategies for food security improvement in individual clusters were developed. Promoting investments in agricultural infrastructure and extension services along with adopting measures aimed at increasing the households' purchasing power, especially those in rural areas, appear to be key drivers for improving both food availability and food access. The paper focuses not only on identifying the reasons of undernourishment, but also contributes to recognition of the most effective ways to solve the hunger problem under a country's unique conditions. It offers a comprehensive perspective for the policy formulation in various areas world-wide, which may be of interest to scholars and policy makers. © 2020 by the authors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115606534&doi=10.1007%2f978-981-16-3791-9_4&partnerID=40&md5=2d88168ab6a668806e80fbad1dd0c9b9","Reducing the food waste is the greatest challenge in the present times for sustainable food management systems that have significant economic, environmental and social impact on the food supply chain. The Circular Economy (CE) paradigm advocates the concept of the closed-loop economy endorsing more responsible utilization and appropriate exploitation of resources in contrast to the open-ended linear economic system of take-make-use and dispose. This chapter has explored Agri-Food waste in the context of CE, triple bottom line (TBL), and sustainability. An alignment of circular strategies with the food waste hierarchy is proposed that indicates practical application of the gradations of circularity in the food waste management that could lead to the development of sustainable food management system targeting the sustainable development goals of Zero Hunger and Responsible consumption and production. This chapter also highlights some opportunities and challenges of Agri-Food waste in the application of circular bio-economy. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058707024&doi=10.1002%2fpa.1894&partnerID=40&md5=deaecbd83c82e8884a53a7fa8da6193f","As efforts to end hunger, food insecurity and malnutrition evolve within the context of United Nations' Global Compact and Sustainable Development Goals; such problems remain far from being solved due, in part, to their complex nature. Brazil exemplifies such multifaceted scenario as the country has left the “hunger map” in 2014 but now faces another issue: The quality of the food available to its population. Physical, social, economic, cultural, and political factors have impacted the Brazilian food environment, shaping new eating habits such as the replacement of traditional local food for processed foods. Within this context, educational institutions may play an important role in spreading knowledge about major social challenges such as this and their interdependent causes. This paper presents the case study of a project conducted by business and public administration students in a discipline called Integrated Education for Sustainability (FIS), offered to undergraduate students at one of Brazil's most important management schools. In 2017, the project worked on the topic of Food Deserts, challenging the students to develop a digital and interactive mosaic that uncovers the situation of the food deserts in São Paulo. Data were collected from participant observation, field trips, events, and interviews conducted in class with 18 professionals working on several areas related to the topic. The article provides insights into (a) the importance of education to tackle the sustainability challenges, (b) lessons learned from the 14th edition of FIS course, and (c) the several barriers to food access in the city of São Paulo. © 2018 John Wiley & Sons, Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054009718&partnerID=40&md5=a12ad727f041e3681294513122d1c382","Food insecurity is a term used to measure hunger and food deprivation of a large population. As per the 2015 statistics provided by Feeding America - one of the largest domestic hunger-relief organizations in the United States, 42.2 million Americans live in food insecure households, including 29.1 million adults and 13.1 million children. This constitutes about 13.1% of households that are food insecure. Food Banks have been developed to improve food security for the needy. We have developed a novel food distribution policy using suitable welfare and poverty indices and functions. In this work, we propose an equitable and fair distribution of donated foods as per the demands and requirements of the people, thus ensuring minimum wastage of food (perishable and non-perishable) with focus towards nutrition. We present results and analysis based on the application of the proposed policy using the information of a local food bank as a case study. The results show that the new policy performs better than the current methods in terms of population being covered and reduction of food wastage obtaining suitable levels of nutrition. © 2018 Institute of Industrial Engineers (IIE). All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026647758&doi=10.3390%2fsu9081342&partnerID=40&md5=57e79f286fe809e8d03194d5f86fe16d","To implement appropriate land management strategies, it is essential to identify past and current land cover and land use conditions. In addition, an assessment of land development phases (LDPs) in a human-dominated landscape coupled with an analysis of the water-food-ecosystem (WFE) nexus can deepen our understanding of sustainable land management. In this study, we proposed the concept of land development phases (LDPs) by forest and GDP changes using previously-applied theoretical and empirical approaches. The positive relationship between GDP growth and forest stock changes was used to analyze the timing of forest stock changes as five-year averages, which were aggregated over 20 years to classify LDPs. In addition, forest area changes compared with GDP and GDP per capita changes were analyzed to identify LDPs. Based on two conceptual approaches, we suggested global land into three LDPs: degradation, restoration and sustainability. Using this approach, most of Europe, North America and northeast Asia were classified as sustainability phases, while Africa and Central Asia in the Mid-Latitude region appeared to have degradation or restoration phases. The LDPs described could be improved with further incorporation of solid data analysis and clear standards, but even at this stage, these LDP classifications suggest points for implementing appropriate land management. In addition, indices from comparative analysis of the LDPs with the WFE nexus can be connected with socio-economic global indices, such as the Global Hunger Index, the Food Production Index and the Climate Change Performance Index. The LDPs have the potential to facilitate appropriate land management strategies through integrating WFE nexus and ecosystem services; we propose future research that uses this integration for the Mid-Latitude region and worldwide. © 2017 by the authors. Licensee MDPI, Basel, Switzerland."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068113438&doi=10.1108%2fBIJ-12-2018-0431&partnerID=40&md5=f3879a11ed16744c19c63d5681bb7e32","Purpose: The purpose of this paper is to model the sustainable food security system using various technologies driving internet of things (IoT). The right to food is a fundamental right of humans. With increasing population and urbanization, less land is being used for agricultural purposes. In addition, the climate change due to global warming often leads to frequent disasters such as droughts and floods, adversely affecting the food production. This leads to increased levels of poverty and hunger. Ensuring food security has become the prime agenda for all the policymakers and government bodies across the world. With changing global dynamics, traditional ways of ensuring food security will not be sufficient alone. Design/methodology/approach: There is a need to develop a sustainable food security system that not only focusses on food production but also equally emphasizes on the efficacy of food distribution and reducing food wastage. In this digital age, the emerging disruptive technologies like Block chain, robotics, big data analytics, and cloud computations, etc., are increasingly changing the functioning of various sectors, giving rise to IoT-based working environment. The policymakers are also exploring these technologies to maximize their outreach so as to benefit the larger set of population and to gain visualization and control over policy implementation using IoT. This paper attempts to model the sustainable food security system using various technologies driving IoT. It also studies the interrelationship among various technologies and their application in various levels of policy implementation. The methodology used in the paper is fuzzy-TISM, which not only provides the causal relationship among two technologies but also provides the magnitude of the cause–effect relationship and the hierarchical framework for the complex problem. Findings: The paper is addressed to the design of sustainable food security system in the Indian context wherein government ensures food security for all, using public distribution system (PDS). Social implications: The paper is addressed to the design of sustainable food security system in Indian context wherein government ensures food security for all, using PDS. Originality/value: This study is a novel attempt to integrate the IoT into the design of the PDS to ensure food security. The enabling factors for IOT are modelled using Fuzzy-TISM. © 2019, Emerald Publishing Limited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071514703&doi=10.1007%2f978-3-319-63007-6_58&partnerID=40&md5=f2894b35d357194de342adbc5cb4fa42","The 2030 United Nations Agenda for Sustainable Development lists ending poverty and hunger, achieving food security and promoting sustainable agriculture as its first two goals for transforming our world. The accomplishment of these goals requires individuals who can think critically about our current food systems. Since 2013, professors at Allegheny College have taught a food and agriculture course entitled Soil to Plate to address questions related to agriculture and food security. The 15-week course covers sustainable farming practices, soil fertility, pest management, and the factors that influence access to high quality food. Methods of introducing content are multi-modal: Field trips, lectures, discussions, guest speakers, cooking lessons, and skype sessions with experts around the world. Weekly field trips are taken to small, medium, and large-scale farms, food processing facilities, food pantries, community gardens, and grocery markets. The course addresses issues of nutrition, food security, food production, poverty, and environmental sustainability applicable to rural Pennsylvania, the nation, and the world. This paper describes our methodology and the tangible outcomes students and graduates have achieved in support of the 2030 Sustainable Development Goals. © Springer International Publishing AG 2018."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104102308&doi=10.1007%2f978-3-030-67973-6_14&partnerID=40&md5=d52e9f75196c145e2a848682f8ea67a8","One of the main challenges that humanity faces is to meet the growing demand of food linked to the rapid increase in global population in a secure way. As human population rises, overfishing, water stress related mainly to agriculture, livestock and industry, together with marine pollution and global warming are dangerously reducing marine biodiversity and natural resources. In this challenging landscape, ensuring food security by finding a sustainable and high-quality food source has become a priority. In this sense, fish should be considered as a preferred food, being an important source of digestible proteins, beneficial fatty acids and vitamins, with a low content of saturated fats. However, overfishing of wild populations, together with marine pollution, have been linked to a significant biodiversity loss and have contributed to a downward trajectory in wild caught fishing. Within this framework, a great opportunity arises for an efficient productive sector: aquaculture. Aquaculture provides a great opportunity to fight global hunger, as it is the food sector and one of the productive sectors experiencing the fastest growth, which currently supplies more than half of the fish consumed worldwide. Aquaculture is considered a sustainable alternative, since it allows the efficient use of natural resources, guaranteeing food hygiene, security and promoting economic growth, with a minimal environmental impact. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062098712&doi=10.1016%2fj.ecolecon.2019.02.007&partnerID=40&md5=ce7144f1de70deb8f0436f2baa1d4c04","While reports state that consumers are increasingly willing to consume more sustainably, no study has considered how the activation of very basic human needs, such as the state of hunger, affects sustainable food consumption. The authors expect that hungry consumers display a lower preference for sustainable food items and that this hunger-induced imprint on food consumption patterns must be traced back to the fact that the activation of very fundamental human needs contaminates stereotypical perceptions of sustainable products. More importantly, hunger primarily operates spontaneously, as well as automatically, and affects perceptions, which are difficult to control (and which sometimes go unnoticed). A laboratory experiment studied this premise by sampling 166 participants with 18 h of actual food deprivation, half of them having breakfast before and the other half after completing the experimental tasks. The participants who had breakfast show a stronger tendency to choose sustainable products, which can be traced back to implicit gentleness-associations concerning sustainable products in the Implicit Association Test (IAT). Albeit explicitly held beliefs also influence choices, these judgments are not affected by food deprivation. A field study then replicates the findings in a real-life setting. © 2019 Elsevier B.V."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140168345&doi=10.4324%2f9781315646039-20&partnerID=40&md5=30c691674445a604d41fdd7c66e1d16a","The multiple dynamics of global challenges such as population growth intertwining with land use changes, urbanization, and food security are helping to shape and determine the state of food security challenges. The global population is about 6.8 billion, and it is projected that by 2025, it will reach about 8 billion. Most of the bulk of the additional population is expecting to come from the developing world, which will see its population increase by 61 percent by 2050. World population is growing at an exponential rate and people, be they in urban or rural areas, depend on food for everyday sustenance (UN-ESA, 2009). Population densities of Cameroon stand at 62.6, which are relatively high and are on the increase (World Bank, 2013). Food availability is an important factor affecting human population growth, along with other density dependent limiting factors (Hopfenberg, 2003). The increasing population will therefore have a significant role in influencing and shaping the nature of change and future of land use and food security. ‘Hunger has always been an invitation to make a better world, and it remains so’ (Roberts, 2008). Throughout the history of human existence, food has held centre stage in the construction of human societies and the evolution of human activity. Food is vital to our understanding of who we are as nations and communities, and the healthy production of food beyond subsistence levels (Budge and Slade, 2009) is a call for attention. This opens up avenues for deeper assessments on linking exponential growth rates in population and food security needs, which may lead to even more transformations of landscapes, land use, land cover, development or shocks within societies. By this, greater concerns over issues of population, land use change, urbanization, climate change, and food security will remain top on the international agenda on global challenges (FAO, 2005). Population growth influences land use patterns in combination with consump- tion behaviours and productive activities of the world’s people (Wolman, 1993). Current population growth is being accompanied by a change in human habitat. Population growth, migration, family formation, and household fission lead to greater population density and land fragmentation. This growth and density leads to increased consumption of natural resources through the expansion of grazing and fodder, as well as in increased agricultural production (intensification and extensification on marginal lands) (Mortimore et al., 1994). Understanding trends in population size and change are crucial to estimating the future demand for food (Godfray et al., 2010). Examining and understanding the systemic of present and future human population distribution is critical to understanding the impacts that population growth could have on the rest of the human-environment system in the future. The introduction of satellite image systems presses a new paradigm shift to the forefront of spatial demographic analysis. Satellite data can now be used along with more traditional demographic techniques, providing an even better tool for evaluating population dynamics. It has become one of the strongest tools for analysing and interpreting the complex systems of the earth and the anthropogenic influences that continue to pressure the planet’s limited resources. This of course must be taken in the context of inherent data errors and all other problems and assumptions associated with extrapolation from one scale to another (Muhlestein, 2008). This chapter thus questions how population dynamics affects the sustainability of agricultural land use and also the vulnerability of land users’ in being food secure. It seeks to establish a link between land use land cover change and population change dynamics in determining food security. © 2016 Rob Roggema, selection and editorial material; individual chapters, the contributors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115051242&doi=10.1108%2fBFJ-02-2021-0160&partnerID=40&md5=d31fa5132147721e667ac50d61be232b","Purpose: This study aims to examine the role of hunger, environmental, economic, landfill and water shortage concerns as significant dimensions of consumer social awareness marketing in socially responsible plate food consumption. Design/methodology/approach: To carry out their purpose, the authors validate the hypothesized model empirically through data from 1,536 households using structural equation modeling (SEM). In particular, the construct measures of the structural model have been tested by confirmatory factor analysis (CFA). Findings: The outcome the authors came up with is coherent with the hypothesized model, and it proves a positive relationship of the five dimensions identified on consumer awareness. Moreover, the study results show the crucial role of landfill and water shortage concerns in measuring consumer awareness. Practical implications: These findings may be of interest to practitioners, academics and policymakers for socially responsible food consumption guidance and training for planning consumer awareness programs. More in detail, this study offers the indication that the dimensions of the social consumer awareness construct are differing from commercial consumer awareness. Originality/value: Even though several previous studies have addressed the concept of consumer awareness concerning product and service purchase decisions, this is one of the first research studies on consumer awareness as a multidimensional construct in social marketing studies domain. © 2021, Shahid Rasool, Roberto Cerchione, Jari Salo, Alberto Ferraris and Stefano Abbate."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067120988&doi=10.1016%2fB978-0-08-100596-5.22211-7&partnerID=40&md5=ad8422ecc4f3d9cdffa184f8bb8f4b8f","Food systems across the world are increasingly threatened by climate change, depletion and contamination of natural resources, increasing population, rapid urbanization and shifting diets. Sustainable agricultural practices that are referred to by the label “agroecology” have been promoted as one of the solutions to the challenges, which have a potential to contribute to attaining the Sustainable Development Goals of ending hunger and achieving food and nutrition security. However, there is disagreement regarding the question of whether agroecology can indeed provide a real solution to these challenges. Some argue that sustainable agricultural intensification practices, which rely on high external input use, are critical to increasing agricultural productivity and are preferable to a focus on agroecological intensification practices, which rely on use of biological processes within the farm. Based on an analysis of the literature on this controversy, this article examines the potential and limitations of agroecological intensification for achieving food and nutrition security. © 2019 Elsevier Inc. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077313826&doi=10.1073%2fpnas.1912710116&partnerID=40&md5=86a006967aa62d2f6179ba66342b9e2e","Eradicating world hunger-the aim of Sustainable Development Goal 2 (SDG2)-requires a social-ecological approach to agrifood systems. However, previous work has mostly focused on one or the other. Here, we apply such a holistic approach to depicting the global food panorama through a quantitative multivariate assessment of 43 indicators of food sovereignty and 28 indicators of sociodemographics, social being, and environmental sustainability in 150 countries. The results identify 5 world regions and indicate the existence of an agrifood debt (i.e., disequilibria between regions in the natural resources consumed, the environmental impacts produced, and the social wellbeing attained by populations that play different roles within the globalized agrifood system). Three spotlights underpin this debt: 1) a severe contrast in diets and food security between regions, 2) a concern about the role that international agrifood trade is playing in regional food security, and 3) a mismatch between regional biocapacity and food security. Our results contribute to broadening the debate beyond food security from a social-ecological perspective, incorporating environmental and social dimensions. © 2019 National Academy of Sciences. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089831243&doi=10.3390%2fijerph17176157&partnerID=40&md5=65273804e0248fc0cc21e11b1fd57c1d","In an effort to elucidate an aspirational vision for the food system and explore whether the characteristics of such a system inadvertently set unattainable standards for low-wealth rural communities, we applied discourse analysis to the following qualitative datasets: (1) interviews with food experts and advocates, (2) scholarly and grey literature, (3) industry websites, and (4) email exchanges between food advocates. The analysis revealed eight aspirational food system discourses: production, distribution, and infrastructure; healthy, organic, local food; behavioral health and education; sustainability; finance and investment; hunger relief; demand-side preferences; romanticized, community led transformations. Study findings reveal that of eight discourses, only three encompass the experiences of low-wealth rural residents. This aspirational food system may aggravate the lack of autonomy and powerlessness already experienced by low-wealth rural groups, perpetuate a sense of failure by groups who will be unable to reach the aspirational food vision, silence discourses that might question those that play a role in the inequitable distribution of income while sanctioning discourses that focus on personal or community solutions, and leave out other policy-based solutions that address issues located within the food system. Further research might explore how to draw attention to silenced discourses on the needs and preferences of low-wealth rural populations to ensure that the policies and programs promoted by food system experts mitigate poor diets caused by food insecurity. Further research is needed to inform policies and programs to mitigate food insecurity in low-wealth rural populations. © 2020 by the authors. Licensee MDPI, Basel, Switzerland."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988936213&doi=10.4278%2fajhp.140116-QUAL-28&partnerID=40&md5=89d30637cf9557e2ef3b888d83bb7d9d","Purpose. The purpose of this study was to evaluate an ongoing statewide weekend backpack program through the Reach, Effectiveness, Adoption, Implementation, and Maintenance (RE-AIM) framework. Design. Mixed-methods inquiry was used to explore the reach, effectiveness, adoption, implementation, and maintenance of backpack programs within Montana. Setting. Study participants completed audio-recorded one-on-one phone interviews. Participants. Key informants (e.g., managers at food banks, staff at participating schools, policy makers) were purposively sampled (N = 20). Method. Semistructured interviews were conducted to gather data to describe each RE-AIM dimension. Interviews were transcribed verbatim and deductively (i.e., using RE-AIM as themes) coded for meaning units, placed into higher-order categories, and summarized in narrative. Supporting quantitative data (e.g., the proportion of eligible students that joined the program, rate of school-level adoption) were calculated using descriptive statistics. Results. Backpack programs with a broad reach and evidenced effect may be appealing to adopt. Weekend food bags cost an average $3.87 (SD ±.94) and there were some positive (i.e., ease, protecting participants' privacy) and very few negative (logistical) components of implementation. Collaborators and community partners are necessary for long-term sustainability. Conclusion. Backpack programs are widespread and have potential to relieve weekend hunger; however, more efforts need to be made to end childhood hunger. © 2016 by American Journal of Health Promotion, Inc."
